Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
;Madrid;28005;Spain;40.40897563068053;-3.7076761480545777;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;;;200.0;50.0;1;0;4;19;;19;49;79;169;0;;;;;;;;moderate;1.0;;40.4089756307,-3.70767614805
;Madrid;28026;Spain;40.385882943556155;-3.7013323534041818;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;25.0;;;;;1;0;3;1125;;7;7;11;99;0;;;;;;;;strict;2.0;;40.3858829436,-3.7013323534
Malasaña;Madrid;28015;Spain;40.42298065269787;-3.708687099548488;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Private entrance;;50.0;;;;25.0;1;0;1;1125;;7;16;40;315;65;83.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;46.0;2.72;40.4229806527,-3.70868709955
;Madrid;28017;Spain;40.427278504431115;-3.654461080699248;Apartment;Entire home/apt;7;1.0;3.0;6.0;Real Bed;TV,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron;;45.0;400.0;1401.0;85.0;15.0;1;12;2;1125;;5;29;50;318;63;95.0;9.0;10.0;10.0;10.0;9.0;9.0;moderate;1.0;5.16;40.4272785044,-3.6544610807
Sol;Madrid;28013;Spain;40.4165206599291;-3.7072560887867865;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials;;85.0;535.0;1800.0;150.0;40.0;2;20;2;1125;;0;0;0;0;17;93.0;9.0;9.0;9.0;8.0;10.0;9.0;strict;40.0;0.46;40.4165206599,-3.70725608879
Pacifico;Madrid;28007;Spain;40.40407652059988;-3.675350771375545;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;Smoking allowed,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;40.0;250.0;550.0;450.0;30.0;1;20;1;1125;;0;0;11;286;0;;;;;;;;flexible;3.0;;40.4040765206,-3.67535077138
;Madrid;28021;Spain;40.34341971798783;-3.7057394967954953;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Pool,Kitchen,Doorman,Pets live on this property,Cat(s),Elevator in building,Heating,Washer,Essentials,Hangers;;15.0;;;;;1;0;1;1125;;0;23;53;328;10;100.0;10.0;10.0;10.0;10.0;8.0;10.0;strict;1.0;0.6;40.343419718,-3.7057394968
Cortes;Madrid;28012;Spain;40.414493771155215;-3.699414357974383;Other;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;80.0;;;250.0;15.0;1;0;1;1125;;4;4;7;7;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.69;40.4144937712,-3.69941435797
Acacias;Madrid;28005;Spain;40.40393960538261;-3.70984564265302;House;Private room;2;1.0;1.0;2.0;Real Bed;TV,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer;8.0;33.0;175.0;720.0;;;1;0;1;1125;;0;17;47;316;24;95.0;9.0;9.0;10.0;9.0;10.0;10.0;flexible;7.0;0.71;40.4039396054,-3.70984564265
Carabanchel;Madrid;28019;Spain;40.387944748658775;-3.730176730289491;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;49.0;;;;15.0;2;10;3;30;;4;10;28;99;4;95.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;3.53;40.3879447487,-3.73017673029
Palacio;Madrid;28013;Spain;40.41521117256525;-3.7119057695244018;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron;;155.0;787.0;2625.0;200.0;100.0;2;20;2;1125;;0;0;0;244;7;73.0;9.0;9.0;6.0;7.0;10.0;8.0;strict;40.0;0.3;40.4152111726,-3.71190576952
;Madrid;28005;Spain;40.40241341691075;-3.70295990762328;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials;;45.0;;;;;3;0;3;1125;;6;16;20;73;0;;;;;;;;moderate;1.0;;40.4024134169,-3.70295990762
Delicias;Madrid;28045;Spain;40.39819451427355;-3.695533175289828;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Essentials,Hair dryer,Iron;;98.0;600.0;2100.0;150.0;30.0;1;0;2;1125;;4;4;4;267;32;94.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;2.0;1.13;40.3981945143,-3.69553317529
;Madrid;28004;Spain;40.42094576343781;-3.6992078792890513;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;65.0;;;100.0;20.0;2;10;2;30;;11;35;59;59;26;92.0;10.0;10.0;10.0;9.0;10.0;9.0;strict;1.0;2.72;40.4209457634,-3.69920787929
;Madrid;28008;Spain;40.4221116241749;-3.717063465247283;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;;;;20.0;1;0;1;1125;;0;0;0;0;1;100.0;10.0;10.0;8.0;10.0;10.0;10.0;flexible;1.0;0.14;40.4221116242,-3.71706346525
;Madrid;28015;Spain;40.43833598571415;-3.711816322332512;Apartment;Entire home/apt;5;1.5;3.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;105.0;650.0;2000.0;;;1;0;4;100;;5;24;47;320;35;96.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;0.72;40.4383359857,-3.71181632233
;Madrid;28012;Spain;40.40652086022819;-3.701352813780938;Other;Private room;2;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Essentials,Hangers,Laptop friendly workspace;;25.0;;;;;1;0;2;1125;;0;0;6;281;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;2.0;0.25;40.4065208602,-3.70135281378
Prosperidad;Madrid;28002;Spain;40.44708554992775;-3.6693581341581263;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;50.0;232.0;;100.0;25.0;1;0;3;23;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4470855499,-3.66935813416
Embajadores;Madrid;28012;Spain;40.4085846063231;-3.698796077863177;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;;75.0;;;100.0;30.0;2;10;2;1125;;4;15;43;43;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;13.0;3.29;40.4085846063,-3.69879607786
Castillejos;Madrid;28020;Spain;40.45802660477112;-3.698896640313712;Boutique hotel;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;55.0;;;;;1;0;1;365;;25;54;84;357;4;95.0;10.0;10.0;8.0;10.0;10.0;10.0;flexible;5.0;0.9;40.4580266048,-3.69889664031
Palacio;Madrid;28013;Spain;40.416817612791064;-3.7090411656472417;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance;;46.0;;;;25.0;2;10;15;1125;;0;0;19;294;0;;;;;;;;moderate;2.0;;40.4168176128,-3.70904116565
Lista;Madrid;28006;Spain;40.43406223163744;-3.6786494675976336;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;55.0;;;;13.0;1;20;2;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4340622316,-3.6786494676
;Madrid;28012;Spain;40.40937378715172;-3.702088631769654;Condominium;Entire home/apt;5;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;130.0;;;;;1;0;2;1125;;14;28;55;321;23;85.0;9.0;8.0;10.0;10.0;9.0;9.0;flexible;1.0;2.05;40.4093737872,-3.70208863177
Bellas Vistas;Madrid;28039;Spain;40.44969426588938;-3.705553682687379;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in;;25.0;;;100.0;60.0;1;5;1;1125;;7;29;59;334;0;;;;;;;;moderate;44.0;;40.4496942659,-3.70555368269
Ciudad Lineal;Madrid;28027;Spain;40.43773226843901;-3.641641675206736;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;;;;1;0;1;1125;;15;31;61;151;88;97.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.0;5.1;40.4377322684,-3.64164167521
Justicia;Madrid;28004;Spain;40.42138542555022;-3.700602131803972;Bed & Breakfast;Private room;8;2.5;4.0;5.0;Real Bed;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace;;40.0;;;100.0;20.0;1;25;2;1125;;11;22;37;134;11;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;0.58;40.4213854256,-3.7006021318
Trafalgar;Madrid;28010;Spain;40.43498036817095;-3.6994857150354536;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;26.0;190.0;;;;1;0;3;1125;;21;51;81;356;10;85.0;9.0;8.0;9.0;10.0;10.0;9.0;flexible;1.0;0.46;40.4349803682,-3.69948571504
Trafalgar;Madrid;28010;Spain;40.4299137693955;-3.7051730270433505;Apartment;Entire home/apt;8;1.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;92.0;500.0;1750.0;;13.0;6;20;1;1125;;3;8;18;39;73;92.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;4.0;8.02;40.4299137694,-3.70517302704
Embajadores;Madrid;28012;Spain;40.407955445248646;-3.702945961430848;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;25.0;150.0;500.0;;10.0;1;10;3;1125;;0;0;0;97;18;86.0;8.0;9.0;9.0;9.0;9.0;9.0;moderate;1.0;0.41;40.4079554452,-3.70294596143
Pacifico;Madrid;28007;Spain;40.40671623549124;-3.6784125778243633;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;29.0;145.0;480.0;;;1;0;2;15;;1;19;42;42;13;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;1.49;40.4067162355,-3.67841257782
La Latina;Madrid;28005;Spain;40.4108994086805;-3.7108990924021015;Condominium;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Breakfast,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;45.0;;;;;1;0;4;1125;;3;12;26;100;51;94.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.0;6.4;40.4108994087,-3.7108990924
Embajadores;Madrid;28012;Spain;40.41329860423138;-3.7051447991705944;Apartment;Entire home/apt;12;2.5;5.0;6.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;191.0;;;400.0;53.0;5;18;2;1125;;7;23;36;284;15;91.0;9.0;9.0;9.0;9.0;8.0;9.0;strict;1.0;3.75;40.4132986042,-3.70514479917
Castillejos;Madrid;28020;Spain;40.46250142537208;-3.692038718034643;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;;;;1;0;1;16;;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;0.86;40.4625014254,-3.69203871803
La Chopera;Madrid;28045;Spain;40.39642775704021;-3.7008028973143743;Apartment;Private room;5;2.0;1.0;4.0;Real Bed;Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Doorman,Breakfast,Pets live on this property,Dog(s),Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;17.0;125.0;400.0;;10.0;1;15;1;1125;;2;14;43;315;38;91.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;4.0;2.68;40.396427757,-3.70080289731
Arapiles;Madrid;28015;Spain;40.431466991373355;-3.709709601392825;Apartment;Entire home/apt;2;1.0;2.0;2.0;Real Bed;TV,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials;;70.0;350.0;1100.0;200.0;50.0;1;0;2;1125;;0;6;35;310;0;;;;;;;;strict;1.0;;40.4314669914,-3.70970960139
Hortaleza;Madrid;28042;Spain;40.45345759066106;-3.6120652505751254;Guesthouse;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Pool,Elevator in building,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers;;65.0;;;;;2;0;1;1125;;30;60;90;364;5;96.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;5.0;0.68;40.4534575907,-3.61206525058
Palacio;Madrid;28013;Spain;40.41784486028738;-3.710763847069055;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;90.0;;;250.0;40.0;2;15;3;1125;;17;43;73;73;74;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;3.97;40.4178448603,-3.71076384707
Palos do Moguer;Madrid;28045;Spain;40.40533804918103;-3.691444696117285;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Washer;;15.0;;300.0;;;1;0;20;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4053380492,-3.69144469612
;Madrid;28026;Spain;40.38495936315857;-3.702801455487785;Hostel;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;47.0;;;;;1;0;5;1125;;0;0;13;185;7;91.0;10.0;9.0;10.0;10.0;8.0;9.0;moderate;9.0;0.59;40.3849593632,-3.70280145549
;Madrid;28013;Spain;40.418231216831416;-3.711122819709961;Loft;Entire home/apt;2;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;58.0;;;100.0;35.0;1;15;3;120;;16;38;59;334;73;94.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;1.0;2.26;40.4182312168,-3.71112281971
Trafalgar;Madrid;28010;Spain;40.431837300344675;-3.701385801803436;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo;;240.0;;6080.0;200.0;30.0;1;0;1;20;;8;16;28;283;15;87.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;14.0;0.31;40.4318373003,-3.7013858018
La Latina;Madrid;28005;Spain;40.41273751912492;-3.712562317183199;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;;200.0;30.0;1;0;7;1125;;0;6;36;122;0;;;;;;;;strict;17.0;;40.4127375191,-3.71256231718
Justicia;Madrid;28004;Spain;40.42483826528469;-3.6913133168952834;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;75.0;;;;30.0;1;10;3;1125;;10;21;49;324;11;95.0;9.0;10.0;9.0;10.0;10.0;9.0;strict;1.0;1.79;40.4248382653,-3.6913133169
;Madrid;;Spain;40.4137895799151;-3.725719430171207;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Heating,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;35.0;;;85.0;10.0;1;10;1;1125;;29;59;89;364;3;40.0;5.0;3.0;3.0;5.0;8.0;4.0;moderate;1.0;0.41;40.4137895799,-3.72571943017
Palacio;Madrid;28013;Spain;40.421922542121514;-3.7102240923764738;Other;Private room;4;1.0;1.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Free parking on premises,Breakfast,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;110.0;;;;;1;0;1;1125;;26;56;86;176;0;;;;;;;;strict;1.0;;40.4219225421,-3.71022409238
Recoletos;Madrid;28001;Spain;40.42557910940036;-3.6840400784643217;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;45.0;;;;;1;0;10;1125;;30;60;90;365;6;83.0;8.0;9.0;9.0;10.0;9.0;8.0;strict;7.0;0.2;40.4255791094,-3.68404007846
Malasaña;Madrid;28004;Spain;40.4273440148667;-3.703385373631366;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;100.0;;;200.0;36.0;4;15;2;1125;;3;9;20;107;27;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;3.6;40.4273440149,-3.70338537363
Carabanchel;Madrid;28019;Spain;40.39837357637726;-3.7158259648478422;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;0.0;95.0;550.0;2100.0;200.0;60.0;2;10;3;90;;6;8;34;309;39;95.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;1.0;1.64;40.3983735764,-3.71582596485
;Madrid;28020;Spain;40.43070257909421;-3.670419470408805;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hair dryer,Laptop friendly workspace;;40.0;;;;25.0;1;0;4;1125;;11;34;64;64;6;87.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;2.0;1.51;40.4307025791,-3.67041947041
Goya;Madrid;28001;Spain;40.42269540661177;-3.678195218472616;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Laptop friendly workspace;;50.0;;;200.0;30.0;1;0;2;1125;;0;5;35;310;0;;;;;;;;moderate;1.0;;40.4226954066,-3.67819521847
Goya;Madrid;28009;Spain;40.42427217465637;-3.6783873248386736;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Family/kid friendly,Washer,Essentials;;175.0;;2300.0;100.0;;1;0;2;20;;7;7;16;291;9;89.0;10.0;9.0;9.0;9.0;10.0;9.0;moderate;5.0;0.34;40.4242721747,-3.67838732484
Malasaña;Madrid;28004;Spain;40.42268516245806;-3.705965945964885;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;79.0;;;;27.0;1;0;2;1125;;10;29;51;326;53;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;4.95;40.4226851625,-3.70596594596
Palos do Moguer;Madrid;28045;Spain;40.40642345830157;-3.695096074786066;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;32.0;66.0;415.0;1512.0;200.0;33.0;2;11;4;1825;;1;14;42;317;6;96.0;9.0;10.0;8.0;9.0;10.0;8.0;moderate;51.0;0.11;40.4064234583,-3.69509607479
Recoletos;Madrid;28001;Spain;40.42408676087179;-3.68444330723064;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;150.0;;;250.0;78.0;1;0;3;300;;11;38;57;332;0;;;;;;;;strict;11.0;;40.4240867609,-3.68444330723
